#page_id	source_id	path	title	page_class	symbol_count	kind	symbol	declaration_origin	header	library	os_versions_raw	declaration_status	duplicate_of	source_url
ee505784	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505784.html	Prerequisites for the DirectDraw Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505784(v=winembedded.60)
ee505786	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505786.html	WPA2-PSK Authentication Test Cases (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505786(v=winembedded.60)
ee505787	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505787.html	Command Line Parameters for the Two-Card Network Card Miniport Driver Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505787(v=winembedded.60)
ee505788	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505788.html	Troubleshooting the RDP User Scenario Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505788(v=winembedded.60)
ee505790	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505790.html	KatoDebug (Windows Embedded CE 6.0)	symbol_page	1	function	KatoDebug	syntax_section		kato.lib	Windows CE 3.0 and later	matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505790(v=winembedded.60)
ee505791	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505791.html	Command-Line Parameters for the Smart Card Reader Insertion and Removal During Suspend Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				first_line_not_a_declaration		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505791(v=winembedded.60)
ee505792	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505792.html	Test Cases for the Multiple Smart Card Reader Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505792(v=winembedded.60)
ee505793	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505793.html	Setting Up the Real-Time Communication Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505793(v=winembedded.60)
ee505794	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505794.html	Troubleshooting the NDIS Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505794(v=winembedded.60)
ee505795	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505795.html	CKato::EndLevel (Windows Embedded CE 6.0)	symbol_page	1	interface_method	EndLevel	syntax_section		kato.lib	Windows CE 3.0 and later	matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505795(v=winembedded.60)
ee505796	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505796.html	Troubleshooting the CD/DVD-ROM Block Driver Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505796(v=winembedded.60)
ee505797	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505797.html	Prerequisites of the Audio Quality Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505797(v=winembedded.60)
ee505798	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505798.html	Command Line Parameters for the Winsock Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505798(v=winembedded.60)
ee505799	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505799.html	Running the IR Port Test (Winsock 2.0) (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505799(v=winembedded.60)
ee505801	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505801.html	Registry API Test Module (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505801(v=winembedded.60)
ee505802	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505802.html	Setting Up the Application Verifier Tool to Test a Driver (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505802(v=winembedded.60)
ee505804	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505804.html	Troubleshooting the Keyboard Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505804(v=winembedded.60)
ee505805	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505805.html	Prerequisites for the Local Authentication Plugin Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505805(v=winembedded.60)
ee505806	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505806.html	Prerequisites for the Telephony API Client Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505806(v=winembedded.60)
ee505807	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505807.html	LogWarn2 (Windows Embedded CE 6.0)	symbol_page	1	function	LogWarn2	syntax_section		stressutils.lib	Windows CE .NET 4.2 and later	matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505807(v=winembedded.60)
ee505808	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505808.html	Troubleshooting the Bluetooth HCI Transport Driver Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505808(v=winembedded.60)
ee505809	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505809.html	Prerequisites for the Bluetooth Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505809(v=winembedded.60)
ee505811	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505811.html	Running the Smart Card Reader Removal When Blocked Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505811(v=winembedded.60)
ee505812	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505812.html	Command-Line Parameters for the Smart Card Reader Test (IFDTest2) (Windows Embedded CE 6.0)	concept_or_overview	0			none				first_line_not_a_declaration		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505812(v=winembedded.60)
ee505813	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505813.html	Prerequisites for the CEDB Performance and Extended Performance Tests (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505813(v=winembedded.60)
ee505814	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505814.html	Troubleshooting the Partition Driver Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505814(v=winembedded.60)
ee505815	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505815.html	Command-Line Parameters for the OAL Cache Churn Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				first_line_not_a_declaration		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505815(v=winembedded.60)
ee505817	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505817.html	SPM_UNLOAD_DLL (Windows Embedded CE 6.0)	symbol_page	1	constant	SPM_UNLOAD_DLL	none			Windows CE 3.0 and later	no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505817(v=winembedded.60)
ee505818	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505818.html	Troubleshooting the Winsock 2.0 Test (v4/v6) (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505818(v=winembedded.60)
ee505821	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505821.html	Test Cases for the Registry Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505821(v=winembedded.60)
ee505822	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505822.html	Troubleshooting the One-Card Network Card Miniport Driver Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505822(v=winembedded.60)
ee505823	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505823.html	Command Line Parameters for the Graphics Device Interface Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505823(v=winembedded.60)
ee505825	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505825.html	ShellProc (Windows Embedded CE 6.0)	symbol_page	1	function	ShellProc	syntax_section		coredll.lib	Windows CE 3.0 and later	matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505825(v=winembedded.60)
